"A","B","A->B","B->A"
"Health Services Administration","Health Services","True","False"
"Health Services Organization","Health Services","True","False"
"Health Care Systems","Health Services","True","False"
"Health Services Management","Health Services","True","False"
"Health Services Issues","Health Services","True","False"
"Health Administration and Service","Health Services","True","False"
"Health Care System","Health Services","True","False"
"Health Problems and Services","Health Services","True","False"
"Health Services and Policy","Health Services","True","False"
"Health Service Management","Health Services","True","False"
"Health Service Administration","Health Services","True","False"
"Health Services Research","Health Services","True","False"
"Health Care Services in the U.S","Health Services","True","False"
"Health Care","Health Services","False","True"
"Health Services and Delivery","Health Services","True","False"
"Administration of Health Services","Health Services","True","False"
"Health Services Manageme","Health Services","True","False"
"Aircraft Design","Aeronautical Design","True","True"
"Aircraft Design I","Aeronautical Design","True","False"
"Aerospace Design","Aeronautical Design","True","True"
"Aeronautical Decision Making","Aeronautical Design","False","False"
"Principles of Aeronautical Science","Aeronautical Design","True","False"
"Introduction to Aeronautical Science","Aeronautical Design","True","False"
"Principles of Aircraft Design","Aeronautical Design","True","False"
"Fundamentals of Aircraft Design","Aeronautical Design","True","False"
"Aerospace Design II","Aeronautical Design","True","False"
"Aerospace Design and Analysis","Aeronautical Design","True","False"
"Aircraft and Spacecraft Design","Aeronautical Design","True","False"
"Preliminary Design of Aircraft","Aeronautical Design","True","False"
"Aerospace Design I","Aeronautical Design","True","False"
"Aerodynamics and Aeronautical Engineering","Aeronautical Design","True","False"
"Applied Aeronautics","Aeronautical Design","True","False"
"Introduction to Aeronautical Management Technology","Aeronautical Design","True","False"
"Aircraft Theory and Design","Aeronautical Design","True","False"
"Design of Aerospace Systems","Aeronautical Design","True","False"
"Introduction to Aviation","Aeronautical Design","True","False"
"Aviation Fundamentals","Aeronautical Design","True","False"
"Aeronautics","Aeronautical Design","True","True"
"Special Topics in Aeronautical Science","Aeronautical Design","True","False"
"Fundamentals of Aviation Engineering","Aeronautical Design","True","False"
"Aviation Technical Concepts","Aeronautical Design","True","False"
"Introduction to Aviation Science","Aeronautical Design","True","False"
"Activism for Social Change","Activism and Social Change","True","True"
"Community Activism and Social Change","Activism and Social Change","True","False"
"Advocacy, Activism, and Social Change","Activism and Social Change","True","False"
"Social Change, Development and Activism","Activism and Social Change","True","False"
"Activism and Theories of Change","Activism and Social Change","True","False"
"Activism and Social Movements","Activism and Social Change","True","False"
"Social Activism","Activism and Social Change","True","True"
"Special Topics in Activism, Advocacy and Social Change","Activism and Social Change","True","False"
"Leading Social Change: Community Activism","Activism and Social Change","True","False"
"Creating Social Change: From Theory to Activism","Activism and Social Change","True","False"
"Resistance, Activism, and Social Change","Activism and Social Change","True","False"
"Gender, Activism and Social Change (3)","Activism and Social Change","True","False"
"Grassroots Activism for Social Change","Activism and Social Change","True","False"
"Activism, Protests, and Social Movements","Activism and Social Change","True","False"
"Protest and Social Change","Activism and Social Change","True","False"
"Protest, Politics, and Change: Social Movements","Activism and Social Change","True","False"
"Social Movements, Protest and Change","Activism and Social Change","True","False"
"Protests, Activism, and Social Movements","Activism and Social Change","True","False"
"Social Movements and Political Activism","Activism and Social Change","True","False"
"Protests, Movements and Social Change","Activism and Social Change","True","False"
"Activism","Activism and Social Change","True","True"
"Social Movement, Culture and Activism","Activism and Social Change","True","False"
"Social Movements and Community Activism","Activism and Social Change","True","False"
"Social Movements, Protest, and Policy/Political Change","Activism and Social Change","True","False"
"Protest, Dissent, and Social Change","Activism and Social Change","True","False"
"American Culture I","American Culture","True","False"
"American Cultures","American Culture","True","True"
"Us Culture","American Culture","True","False"
"American Culture and Society","American Culture","True","False"
"American Cultures I","American Culture","True","False"
"Understanding American Culture","American Culture","True","False"
"Modern American Culture","American Culture","True","False"
"American Culture and Community","American Culture","True","False"
"Understanding American Cultures","American Culture","True","False"
"United States Culture I","American Culture","True","False"
"Exploring American Culture","American Culture","True","False"
"Read American Culture","American Culture","True","False"
"Foundations of American Culture","American Culture","True","False"
"Roots of American Culture","American Culture","True","False"
"Introduction to American Culture","American Culture","True","False"
"American Culture Patterns","American Culture","True","False"
"Approaches to American Culture","American Culture","True","False"
"American Culture and Org","American Culture","True","False"
"American Popular Culture","American Culture","True","False"
"Introduction to American Cultures","American Culture","True","False"
"Exploring American Culture I","American Culture","True","False"
"Exploring United States Culture","American Culture","True","False"
"Studies in American Culture","American Culture","True","False"
"Exploration of American Culture","American Culture","True","False"
"Culture","American Culture","False","True"
"Addiction","Addictions","True","True"
"Addictions I","Addictions","True","False"
"Addiction Disorders","Addictions","True","False"
"Drugs and Addiction","Addictions","True","False"
"Behavioral Addictions","Addictions","True","False"
"The Study of Addictions","Addictions","True","False"
"Addictions in Society","Addictions","True","False"
"Understanding Addictions","Addictions","True","False"
"Addictions and Society","Addictions","True","False"
"Addictions and Substance Abuse","Addictions","True","False"
"Introduction to Addictions","Addictions","True","False"
"Addictions and Addictive Behaviors","Addictions","True","False"
"Addictive Disorders","Addictions","True","False"
"Disorders of Addiction","Addictions","True","False"
"Addictive Behaviors","Addictions","True","False"
"SUBSTANCE USE and ADDICTIONS","Addictions","True","False"
"Addictions and Related Disorders","Addictions","True","False"
"Substance Abuse and Addictions","Addictions","True","False"
"Addictive Behavior","Addictions","True","False"
"Family and Addictions","Addictions","True","False"
"Addictions and Emotions","Addictions","True","False"
"Addictions and Treatment","Addictions","True","False"
"Science of Addictions","Addictions","True","False"
"The Psychology of Addictions","Addictions","True","False"
"Exploring Addiction","Addictions","True","False"
"Quantitative and Computational Methods in Sociology","Computational Sociology","True","False"
"Computational Social Science","Computational Sociology","True","True"
"Sociology","Computational Sociology","False","True"
"Quantitative Sociological Research","Computational Sociology","True","False"
"Sociology I","Computational Sociology","True","False"
"Quantitative Sociological Analysis","Computational Sociology","True","False"
"Community Sociology","Computational Sociology","True","False"
"Field of Sociology","Computational Sociology","True","False"
"Introducing Sociology","Computational Sociology","True","False"
