"A","B","A->B","B->A"
"Basic Logic","Modal Logic","False","True"
"Advanced Logic","Modal Logic","False","True"
"Symbolic Logic","Modal Logic","False","True"
"Reasoning With Logic","Modal Logic","False","True"
"Mathematical Logic","Modal Logic","False","True"
"Elementary Logic","Modal Logic","False","True"
"Modern Logic","Modal Logic","False","True"
"Logic Design I","Modal Logic","False","False"
"Logic Design","Modal Logic","False","False"
"Logic and Reasoning","Modal Logic","False","True"
"Primary Care: Adult","Adult Primary Care","True","False"
"Primary Care Adult I","Adult Primary Care","True","False"
"Primary Care: Adult I","Adult Primary Care","True","False"
"Primary Care of the Adult","Adult Primary Care","True","False"
"Primary Care of Adults","Adult Primary Care","True","False"
"Adult I Primary Care","Adult Primary Care","True","False"
"Primary Care I: Care of Adult","Adult Primary Care","True","False"
"Primary Care: Adult II","Adult Primary Care","True","False"
"Adult Primary Care Ii","Adult Primary Care","True","False"
"Primary Health Care: Adult/Older Adult","Adult Primary Care","True","False"
"Primary Health Care of Adults","Adult Primary Care","True","False"
"Primary Care","Adult Primary Care","False","True"
"Primary Care Adult II","Adult Primary Care","True","False"
"Primary Care of the Older Adult","Adult Primary Care","True","False"
"Primary Care for Adults Across the Life Span I","Adult Primary Care","True","False"
"Adult Primary Care Clinical I","Adult Primary Care","True","False"
"Primary Health Care of the Adult I","Adult Primary Care","True","False"
"Music Technologies","Music Technology","True","True"
"Technology in Music","Music Technology","True","False"
"Music Technology I","Music Technology","True","False"
"Computer Music Technology","Music Technology","True","False"
"Music Technology (Applied)","Music Technology","True","False"
"Music Computer Technology","Music Technology","True","False"
"Music Technology for Musicians","Music Technology","True","False"
"Computer Technology in Music","Music Technology","True","False"
"Technology in Music I","Music Technology","True","False"
"Music Technology for Today's World","Music Technology","True","False"
"Sound and Music Technology","Music Technology","True","False"
"Music Production Technology I","Music Technology","True","False"
"Modern Music Technology","Music Technology","True","False"
"Music Technology, Advanced","Music Technology","True","False"
"Advanced Music Technology","Music Technology","True","False"
"Music and Technology","Music Technology","False","True"
"Fundamentals of Music Technology","Music Technology","True","False"
"Digital Music Technology","Music Technology","True","False"
"Music Engineering Technology","Music Technology","True","False"
"Techniques of Music Technology","Music Technology","True","False"
"Essentials of Music Technology","Music Technology","True","False"
"Music Technology and Production","Music Technology","True","False"
"Music Technology for the Performing Musician","Music Technology","True","False"
"Math Technology Integration","Integration of Technology in Math","True","False"
"Integrating Mathematics and Technology","Integration of Technology in Math","True","False"
"Technology Integration in Mathematics Education","Integration of Technology in Math","True","False"
"Integration of Technology in Mathematics Instruction","Integration of Technology in Math","True","False"
"Integration Technology in Math Instruction","Integration of Technology in Math","True","False"
"Integrating Technology in Mathematics Education","Integration of Technology in Math","True","False"
"Integration of Technology","Integration of Technology in Math","False","True"
"Integrated Science, Mathematics, and Technology","Integration of Technology in Math","False","False"
"Science, Technology, Engineering, and Mathematics Connection and Integration","Integration of Technology in Math","False","False"
"Technology in Mathematics","Integration of Technology in Math","True","False"
"Integrated Mathematics","Integration of Technology in Math","False","False"
"Integrated Mathematics and Science","Integration of Technology in Math","False","False"
"Integrated Mathematics I","Integration of Technology in Math","False","False"
"Integrated Science / Mathematics","Integration of Technology in Math","False","False"
"Integrated Science/Mathematics","Integration of Technology in Math","False","False"
"Integrated Science and Mathematics","Integration of Technology in Math","False","False"
"Application and Integration: Math and Science","Integration of Technology in Math","False","False"
"INTEGRATING MATH SCIENCE and TECH IN EDUCATION","Integration of Technology in Math","True","False"
"Mathematics Through Technology","Integration of Technology in Math","True","False"
"Technology Integration","Integration of Technology in Math","False","True"
"Integrating Math and Science","Integration of Technology in Math","False","False"
"Integrating Mathematics and Science","Integration of Technology in Math","False","False"
"Integrating Technology in Teaching High School Mathematics","Integration of Technology in Math","True","False"
"Math Technologies","Integration of Technology in Math","True","False"
"Mathematics Using Technologies","Integration of Technology in Math","True","False"
"Seminar in Sustainability","Sustainability Seminar","True","False"
"Environmental Sustainability Seminar","Sustainability Seminar","True","False"
"Research Seminar in Sustainability","Sustainability Seminar","True","False"
"Seminar in Sustainability Studies","Sustainability Seminar","True","False"
"Environment and Sustainability Seminar","Sustainability Seminar","True","False"
"Seminar in Sustainability Sciences","Sustainability Seminar","True","False"
"First-Year Seminar in Sustainability","Sustainability Seminar","True","False"
"Freshman Seminar: Sustainability","Sustainability Seminar","True","False"
"Sustainability Exploration Seminar","Sustainability Seminar","True","False"
"Seminar in Sustainability Management","Sustainability Seminar","True","False"
"Seminar Env/Sustainable Studies","Sustainability Seminar","True","False"
"Seminar in Sustainability Science, Thought, and Approaches","Sustainability Seminar","True","False"
"Seminar in Environmental Science and Sustainability","Sustainability Seminar","True","False"
"Seminar in Sustainable Development","Sustainability Seminar","True","False"
"First-Year Seminar in Science and Sustainability","Sustainability Seminar","True","False"
"Sustainability and Global Environmental Change Seminar","Sustainability Seminar","True","False"
"Sustainability Workshop","Sustainability Seminar","False","False"
"Sustainable Solutions Seminar","Sustainability Seminar","True","False"
"Seminar: Sustainable Solutions","Sustainability Seminar","True","False"
